NDCG@20;MAP@20;Precision@20;Recall@20;HitRate@20;MRR@20;Coverage@20;Popularity@20
0.4675,0.0436,0.0750,0.6555,0.7539,0.3656,0.9589,0.1292
0.4273,0.0422,0.0714,0.6240,0.6916,0.3304,0.9651,0.1309
0.4392,0.0423,0.0711,0.6440,0.7196,0.3343,0.9635,0.0520
0.4807,0.0463,0.0786,0.6813,0.7604,0.3726,0.9545,0.1253
0.4315,0.0426,0.0716,0.6295,0.6943,0.3340,0.9671,0.1324
0.4234,0.0396,0.0672,0.6227,0.7143,0.3297,0.9674,0.0505
