position,latency_in_micros
3,7699
4,7062
5,7506
6,6877
7,7165
8,6925
9,7526
1,4414
1,3652
2,5246
3,5090
4,5044
5,5209
1,4454
1,608
1,1304
1,4896
2,4919
1,4437
2,4736
1,1321
2,4786
1,3665
2,3334
1,3056
2,3285
1,2850
2,4340
1,4141
2,4133
3,4215
4,4874
5,5343
1,3638
2,4070
3,4473
1,878
1,2803
1,3184
2,3500
1,719
2,1666
1,544
2,2971
3,3088
4,3142
5,2992
1,696
2,1387
1,5274
2,6788
1,2898
2,3236
1,2889
2,3156
3,2974
1,517
1,2592
1,3452
2,3518
3,3622
1,4734
1,4556
1,1263
2,4180
3,3719
1,3666
1,2851
1,2877
1,5280
1,3349
2,3389
3,3451
1,1330
1,2822
2,3474
3,3359
4,3984
1,2077
1,3631
1,401
1,32
1,2612
2,3210
1,1971
2,4524
1,2878
1,1907
2,2347
3,2575
4,2527
5,2483
6,2595
7,2886
8,3490
9,3439
1,3663
1,4776
2,5049
1,330
2,1801
1,4902
2,4825
1,2783
2,5862
1,1534
1,4761
2,5302
3,5891
1,3505
2,4906
3,5500
4,6563
5,6765
6,9621
7,10807
1,4985
2,6583
3,6063
1,2257
1,4904
2,6009
1,4771
2,6433
1,220
1,723
2,1763
3,3540
1,2418
2,3401
3,5504
4,6899
5,7255
6,6985
7,7865
8,7873
9,9084
10,8652
1,603
2,1245
3,1315
4,3788
1,5114
2,6050
1,4249
1,2289
2,3031
1,680
1,140
1,872
2,1896
1,645
2,4686
1,3077
1,380
2,580
3,1131
4,1506
5,1464
6,1457
7,1737
8,1930
9,2062
10,2126
1,77
1,3470
2,3817
3,3714
1,908
2,3000
3,2859
1,909
2,1405
3,2138
1,1888
2,2813
3,3502
1,373
2,1554
3,2084
4,2056
1,5345
1,2906
1,2796
1,5252
1,3759
2,5947
1,2911
1,2486
1,4791
1,4367
1,3578
1,5033
2,5425
3,5435
4,5711
5,5768
6,7932
7,8233
8,8211
9,8518
10,8424
11,9446
12,9650
1,1192
2,3217
1,984
2,2894
3,5309
4,7766
5,8746
1,941
2,2843
3,2761
1,2445
1,180
1,3967
2,6570
3,7339
4,7870
1,196
2,280
3,417
1,5807
2,6093
3,5991
4,5949
5,6520
6,6472
7,6350
1,4542
1,4075
1,2669
1,4059
1,595
2,897
1,1292
2,2348
3,4050
4,4287
5,4434
6,4818
1,2116
2,2361
3,3689
4,3911
5,3523
1,3477
1,5230
2,5986
3,6149
4,6744
5,6522
6,6515
7,7320
8,7797
9,8677
10,8230
11,8689
12,7881
13,7735
1,2754
1,1922
2,2195
3,2513
4,2660
5,2637
6,3406
1,4796
1,2758
2,2939
1,341
2,391
1,881
2,2891
3,2962
1,2285
2,3396
3,3453
4,3521
1,2740
2,3205
3,3457
4,3705
1,5140
1,2747
2,2607
3,2881
4,2857
1,5069
1,1354
1,3274
2,5658
1,335
2,1196
1,3055
1,2905
2,3224
1,358
2,3507
1,3810
2,6385
3,9869
1,1092
1,5254
1,1321
2,4948
3,6489
1,5092
1,1128
2,1332
1,3855
1,5464
1,2259
1,1575
2,2677
3,3127
4,3112
5,3250
6,3499
7,3323
8,3274
9,3342
10,3384
11,3707
12,3722
13,4063
1,1255
2,1558
1,2635
2,3395
1,2986
1,1287
2,3079
3,4230
4,3865
5,4178
6,4026
7,4207
8,4520
9,4968
10,4946
11,4990
1,1131
1,945
2,1266
3,2780
4,3227
5,3123
6,2961
7,2887
1,844
1,5174
1,4555
1,4039
1,4345
2,5630
3,6308
4,6262
1,2614
1,343
2,576
3,1388
1,3085
1,5276
1,2813
2,2942
3,3092
4,3196
5,3317
1,4666
2,5315
3,6414
1,453
1,2585
2,2936
1,1076
1,687
1,4232
2,5002
3,5257
4,5140
1,2737
2,2935
1,5020
1,384
2,577
1,2980
2,4503
3,4635
4,4836
1,2902
2,3919
3,6375
4,7537
5,10358
6,10970
7,10333
8,9726
1,3562
2,3538
3,3743
1,1099
1,3103
1,1145
1,5383
1,4528
1,2614
2,3367
3,3805
4,3622
5,3928
6,5241
7,4705
8,5234
9,7085
10,7640
11,7962
1,3243
2,3242
1,2806
2,2830
3,2859
4,2751
5,2790
6,2831
7,2845
1,5144
2,5284
1,3046
2,3951
3,5727
1,3150
2,3236
1,1097
2,2405
1,2765
1,2526
1,4481
1,953
2,2671
1,5058
2,5579
3,5487
4,5296
1,3230
1,3286
1,3253
2,6092
3,7032
1,748
1,378
1,2064
2,2646
1,5319
1,4889
1,1381
1,4894
1,5023
1,2095
1,3007
1,1040
1,3400
2,5753
3,7056
4,6297
5,6481
6,7566
7,7301
8,7469
1,2646
2,2924
1,2959
2,5529
3,6568
4,6677
5,9075
6,9480
1,785
2,1269
1,2765
2,2915
1,2440
2,3569
3,3301
4,3312
5,3187
6,3190
1,3834
1,2974
2,3243
3,3311
4,3416
5,3785
1,3072
2,3800
3,3614
4,3525
5,3911
6,3977
1,2947
2,3209
1,3632
2,4115
1,3787
2,3987
3,4049
4,4755
5,5111
1,3371
2,3622
3,3977
1,911
1,2786
2,2964
1,3155
2,5202
3,5688
1,2853
2,3045
1,3477
2,6430
3,6474
4,8409
1,2628
2,3070
3,3899
1,4114
1,4522
1,4919
2,5120
3,5151
4,5457
5,5509
6,5425
7,6922
8,7215
9,7535
10,6862
11,7401
12,7087
1,3953
2,3787
1,918
2,1176
3,1189
4,1205
5,1204
6,1187
1,4755
1,4062
1,883
1,264
2,318
3,592
4,575
1,263
1,3646
1,3413
1,2675
1,1488
2,2592
1,2171
2,3072
1,3118
1,213
2,2855
1,4468
1,2749
1,2934
2,3092
1,3303
2,3530
3,3652
4,3741
1,587
1,489
1,2985
2,3911
1,5169
2,6606
1,2723
1,1101
2,1482
3,1473
1,2943
1,578
2,809
1,3036
2,3195
1,423
1,2720
2,3081
3,3184
4,3197
5,3102
6,3225
1,462
1,3765
1,3305
2,5646
3,5263
1,4238
1,4576
2,4922
1,2886
2,3158
1,3934
2,5050
3,6250
4,6412
5,6893
6,7330
7,7080
8,7977
9,8542
10,8354
1,4866
1,1105
1,4769
2,4841
3,5590
1,2892
2,3463
1,3203
2,4501
3,6430
1,1025
2,3948
1,1236
1,4502
2,6122
1,4238
1,2654
1,427
2,1005
1,2972
2,3744
3,3577
1,5022
2,6556
1,4455
2,5117
1,2706
2,3019
3,2984
1,3186
2,3346
3,3809
1,2760
1,2945
1,5311
1,5014
1,946
2,1223
1,2228
2,3015
3,3674
4,3467
5,3664
6,3936
1,5102
2,4879
3,5286
4,5777
1,3342
1,4771
2,5929
1,2800
1,2518
2,5119
1,893
2,1441
3,1577
1,2677
1,5185
2,5116
1,569
2,3664
1,4826
1,2701
2,3606
1,342
1,2927
2,3374
3,3113
1,4991
2,5966
1,366
1,1141
2,3600
3,3610
4,4837
1,1098
2,1621
1,5180
2,6591
1,2714
1,1114
1,2699
1,282
1,5282
1,4371
1,4930
1,5141
2,5880
3,6522
1,2861
2,3171
3,3325
4,3236
5,3262
6,3252
7,2982
8,3098
9,2892
1,2315
2,3297
1,686
2,928
1,1949
1,4488
2,4364
1,552
1,4935
1,3619
1,2558
1,67
1,4700
1,2696
2,3250
3,3817
4,5116
5,5217
6,5857
7,8767
8,8077
9,10406
10,11143
1,5162
2,5343
3,5461
1,4739
2,5774
1,1381
2,1647
1,2012
2,2662
1,3041
1,581
1,1291
1,1233
1,3048
2,3167
1,2011
1,3721
1,5305
2,5795
1,623
1,2915
1,5230
2,6542
3,6191
4,6320
5,6034
1,2743
2,4679
1,4048
2,4980
3,5097
4,5462
1,2992
2,3507
3,3824
4,5263
1,872
2,1658
1,869
2,2597
3,2545
4,2466
1,2944
1,4632
1,467
2,872
3,1513
4,1558
5,3395
1,5485
2,6300
3,6856
4,7618
5,7463
6,7531
7,7085
8,7467
9,7149
10,6937
1,2875
2,3006
3,3448
1,4071
2,3641
1,5150
2,5294
3,5833
4,5665
5,6001
1,4565
1,2604
2,2824
3,2781
4,3182
1,2791
1,396
2,584
1,5271
1,2855
2,3135
1,758
2,3646
3,5916
4,6089
5,5680
6,5911
1,208
2,304
3,338
1,3202
1,1989
1,2561
2,3193
1,1966
1,2591
2,3139
1,2030
1,153
1,5365
2,5798
3,6078
4,6110
1,750
1,4985
1,660
2,868
1,3531
1,1338
1,5237
2,5581
3,5430
4,5484
1,2813
1,3710
1,4782
2,5927
3,6160
4,6594
5,6505
1,4270
2,5017
3,5394
4,4950
5,5145
1,863
2,2599
3,2582
1,462
2,3301
3,3335
4,3208
1,5150
2,4953
3,4999
4,4670
1,5039
1,3797
2,3655
3,3941
1,289
2,716
1,1380
2,5994
3,6141
4,5780
5,6070
6,7437
7,6689
8,8160
9,7686
10,7899
11,8346
12,8581
1,463
2,891
3,873
1,1225
1,33
1,2685
1,5464
2,5299
3,6100
4,5954
5,5964
6,6374
7,6711
8,7244
9,6778
1,2000
1,1256
2,3096
3,3493
4,3423
5,3462
1,5090
2,4865
3,5235
4,5652
5,5675
6,5873
7,6766
8,9180
9,8949
10,8628
1,4224
1,4053
1,3977
1,2648
2,3229
1,2731
2,2897
1,2777
1,2299
2,3083
3,3772
4,3807
5,3494
1,3835
2,5571
3,5773
4,5901
5,5508
6,5567
7,5559
8,5811
1,3521
1,2545
1,943
1,5333
1,5104
2,6208
3,6595
1,3572
1,177
2,246
1,1376
2,4352
1,3394
2,6039
1,4995
2,5893
3,5676
1,4652
2,7253
3,7705
4,7440
5,7700
6,8486
7,9342
8,9754
9,9868
10,9821
1,4765
1,2002
1,4531
2,4821
1,2263
2,3120
1,5334
1,632
2,1167
3,1471
4,1804
5,3015
1,2673
2,3255
3,3356
4,3436
5,3361
1,1260
2,5058
1,4603
2,6892
1,5188
2,6025
3,6039
1,3294
2,5525
3,5311
4,5514
5,5380
6,6078
7,5880
8,6165
1,4784
2,4828
1,3528
2,3342
1,2457
2,3288
3,3074
4,2975
1,2964
1,4966
2,6193
1,2717
1,2648
2,3272
3,3279
1,3630
2,3763
3,3893
1,3158
1,1904
1,2762
1,2697
2,2952
3,2864
4,2758
5,2693
6,2673
7,2657
8,2550
1,360
2,1043
1,2769
2,3026
1,2692
1,2895
1,3267
1,1273
2,3709
3,3711
1,852
1,2009
1,1098
1,2904
2,3015
3,2863
4,3073
5,2730
1,4755
1,1126
2,2392
1,3608
2,4124
3,4146
4,3699
1,2810
1,4297
1,160
2,442
3,1744
4,1873
1,4846
2,6563
3,6613
4,6129
1,1908
2,2587
3,3723
1,2650
2,3237
1,1094
2,1280
1,175
2,327
1,1088
1,2948
1,2953
2,5584
3,6628
4,6196
1,4038
1,2684
1,4037
1,1022
2,1300
1,3111
2,5512
3,6687
4,6828
5,6544
1,4430
1,2747
1,4742
2,5005
1,2705
1,4080
2,4229
3,4515
1,3516
2,3552
3,3688
4,3591
5,3944
6,3945
7,3575
1,2932
2,3114
1,5098
2,5454
1,137
2,194
1,1276
2,3795
3,3910
4,4021
5,4133
6,5393
1,372
1,4083
2,4106
3,3891
4,4338
1,3789
1,4439
2,4511
1,2729
2,3777
1,4826
2,5463
3,6610
1,2880
1,3692
2,4179
3,4215
4,3980
1,2897
1,170
1,5404
2,6011
3,5883
1,4735
1,2890
1,5043
1,5335
2,7048
1,3847
2,5035
1,4524
1,2180
2,2842
1,3171
1,929
2,1296
3,2897
4,3220
5,3276
6,3354
7,3227
8,3857
1,3014
1,208
1,5109
1,2920
2,4884
3,4645
4,4975
5,6714
1,4610
2,5035
3,5688
4,5996
5,5880
6,5983
1,1903
1,1389
2,5841
3,5467
4,5825
1,4778
1,2885
1,2311
2,3651
3,5796
1,4788
1,2931
2,6022
3,5456
1,2620
2,2902
3,3006
4,3268
1,1359
2,3185
1,3607
2,4117
1,628
2,769
3,2003
4,2301
5,2719
6,2702
1,4900
2,5382
3,5170
4,5167
1,3573
2,5954
3,6170
4,6375
5,6740
6,6495
7,6887
8,7020
9,6582
1,2612
2,3093
1,5378
1,4778
2,5090
1,1999
2,3025
1,5406
1,5071
2,6237
1,3559
2,5239
1,1343
1,470
1,4736
2,4566
1,1357
2,4681
1,2924
1,1371
2,2743
1,1044
2,4488
1,2893
2,4850
3,7995
1,3298
1,3502
1,699
1,1356
2,5600
1,1202
1,1310
2,4083
1,2980
1,4974
1,3132
1,2038
2,3244
3,3103
4,3400
5,3523
6,3543
7,3790
1,4955
2,6352
1,4274
2,6024
3,6564
4,6929
1,1922
2,5482
1,3084
1,4605
1,4801
1,2352
2,3359
3,3654
4,4661
1,5215
1,4791
1,5289
2,5825
3,5677
1,3406
2,6233
3,5709
1,1021
2,2249
1,3699
1,5044
1,3577
2,5974
1,4731
2,6378
1,3823
2,3994
3,4052
4,4346
1,2944
2,3284
1,5116
2,4887
3,5036
4,5251
5,5886
6,5636
7,6731
1,1093
1,2736
1,380
1,2745
1,2644
1,4887
2,4948
1,5080
2,5497
1,4668
1,2584
1,4450
1,4875
2,4867
1,5007
2,6568
3,6276
1,4656
2,4855
3,4917
4,4639
5,4648
1,2892
1,3352
2,5625
3,6139
1,4860
2,5383
3,6522
4,6455
1,346
2,567
3,556
4,552
1,2657
1,127
1,4822
2,5379
1,4332
2,5145
1,2949
2,3547
3,3441
1,2699
2,2910
1,2351
1,5127
2,5807
1,2966
1,4353
1,2570
1,4912
2,5826
1,4436
1,4359
1,4274
1,4330
2,4741
3,4810
1,2804
2,3338
1,127
1,2771
1,5374
1,3502
1,1971
2,3211
3,6008
4,5333
5,5524
6,7389
7,7060
1,4835
1,1905
1,2926
2,3043
3,3473
4,3662
5,7005
6,7338
7,8175
8,7815
9,9272
1,599
1,2945
2,4795
3,5543
1,3424
1,5235
2,5877
3,5847
1,2861
2,2938
3,3081
1,651
2,1935
3,2292
4,2278
5,2458
6,3458
1,3415
1,3546
1,4994
2,6193
3,6662
4,6799
1,5051
2,4730
3,4987
1,2722
1,314
1,3701
2,3856
3,4030
1,5000
2,5384
3,5979
4,6711
5,6863
6,6993
7,6814
8,7807
9,7746
10,7646
11,8191
12,7958
13,8314
1,3200
2,3716
1,3677
1,729
2,1349
3,1570
4,1483
5,1468
1,1016
1,2568
2,4188
1,1199
1,2711
1,348
1,2687
2,3097
3,3145
4,3163
5,3056
1,2710
2,2741
1,643
1,3437
2,6097
3,7008
4,8988
5,10760
6,10450
1,4729
1,2073
1,1945
2,3198
1,235
2,603
3,713
1,5161
1,1160
2,3499
3,3495
4,6008
5,6518
6,7226
7,6759
8,7009
1,4057
1,4868
2,5961
3,6248
1,4656
1,4400
1,3739
1,4160
2,4601
1,2865
1,3250
1,2948
2,3380
1,4926
1,2601
2,3826
1,2609
2,3121
3,3052
4,3413
1,3125
2,6124
3,6029
4,6829
5,6517
6,7043
1,3324
2,3656
1,2878
1,4824
1,2567
2,3064
3,3260
4,3752
1,2781
2,4501
3,6044
1,2984
2,3279
3,3110
4,2993
1,2784
2,2753
1,5091
2,5267
1,2812
1,1969
1,3595
2,4092
1,3390
1,3448
2,3398
1,4837
1,4989
2,4706
1,4449
1,2823
2,3364
1,908
2,3068
1,2963
1,3330
1,4803
1,3306
2,6129
3,6696
1,4565
2,5806
3,6988
4,8016
5,8121
1,2803
2,3304
1,1552
2,2028
1,3322
2,5527
1,4536
1,2772
1,3765
2,6238
3,6639
1,1052
1,3643
1,169
2,3932
3,4244
4,3966
5,3944
1,4593
1,4217
2,4492
3,5865
4,5404
1,2626
1,1966
1,4124
1,2695
1,2944
1,5375
2,6036
3,7476
1,1230
2,4604
3,4328
4,5005
5,5324
6,5063
1,1173
2,2945
3,3089
4,3153
5,3198
6,6035
7,5612
8,5183
9,5085
10,5269
1,2073
2,2892
1,4735
2,6526
3,6765
1,351
1,4624
2,5450
1,4926
1,2174
2,3341
3,3531
1,1985
2,2783
1,2913
2,3569
3,3219
4,5625
5,5314
6,5373
7,5163
8,4894
9,4915
10,4950
1,2240
2,2580
1,3402
1,1179
2,2916
1,4288
1,5022
1,4627
2,5080
1,4759
2,4815
1,2504
1,2809
1,2377
2,3366
3,3806
4,3747
5,3430
6,3599
1,2014
2,3182
3,3206
4,3255
5,3452
6,3570
7,3541
8,3531
1,2799
1,228
1,5329
1,3404
1,2773
1,1944
1,656
2,2820
1,24
1,1014
1,304
1,975
2,4963
1,4489
2,4219
3,4354
4,4358
5,4409
1,2716
1,732
1,3282
1,2310
2,5804
3,6078
4,5820
1,2861
1,2716
1,3457
1,2275
1,2965
2,4371
1,4915
1,2658
1,4507
2,6147
1,268
1,2699
2,3787
3,3895
1,2348
1,2706
1,1287
1,3790
1,1619
1,480
1,2247
2,3040
3,5984
4,6563
5,6965
6,6888
7,7449
8,7118
9,6876
10,6582
1,3153
1,1899
1,2110
1,2688
1,2175
2,3093
3,3403
1,2790
1,5336
2,5059
3,5028
4,6473
5,6232
6,6085
1,2724
1,2722
2,3000
1,211
2,2056
1,2756
1,1231
2,3422
3,3647
4,4961
1,195
1,742
1,1953
2,2265
1,1090
2,1291
1,4955
1,3026
1,151
1,4862
1,391
1,3078
2,3677
1,4886
1,3821
2,4929
1,3376
2,3690
1,5191
2,6621
1,2776
2,3332
3,3169
1,352
1,2961
1,3528
2,3710
3,3824
4,4150
5,4046
6,3690
7,3905
8,3930
9,4633
10,4682
11,4834
1,1196
1,1941
2,5675
3,6970
4,7387
1,4659
1,1907
1,2753
1,401
2,1369
3,1727
4,1824
1,4984
1,3070
2,6142
1,3285
1,3028
2,3781
3,6626
1,4902
1,2619
1,1931
2,2476
1,233
1,5357
2,6200
3,6101
4,5770
5,5598
1,2884
2,2926
1,4582
1,4573
1,4365
2,4763
1,2883
1,2832
2,3035
1,175
2,382
1,2206
1,4916
1,4780
2,6225
1,3397
1,2816
1,3078
1,4884
1,457
1,3424
1,2679
1,5390
1,2836
2,3193
1,350
1,5181
2,5666
3,5569
1,2268
2,3172
3,3364
4,3346
5,3253
1,5101
1,3028
2,3056
3,3506
4,3248
1,1276
1,3117
2,3706
1,3439
1,1329
2,5552
1,3032
2,3217
1,3539
2,6748
1,2748
2,2632
3,2665
1,533
1,3746
1,254
1,3868
1,3056
1,5068
1,3932
2,4075
1,2770
1,2114
2,3357
3,3309
4,3381
5,3588
6,4051
7,4021
8,3978
9,4074
10,3826
11,4085
12,3630
1,2848
2,3062
1,5170
2,8185
3,9494
4,9533
5,9693
1,2883
1,3532
1,2463
2,3360
3,3885
4,3395
5,6447
6,6132
7,6960
8,6837
9,6762
10,7754
11,7658
12,7124
1,2830
1,3309
1,319
2,377
3,372
4,1209
5,1181
1,5195
2,5782
1,3583
2,5578
1,4719
2,5941
1,4661
1,554
2,3446
1,2588
1,273
2,499
3,653
1,874
2,1674
3,4115
4,4085
5,5762
6,7181
7,6590
1,4911
1,5040
2,5238
3,6209
4,7266
5,6778
6,6473
7,6417
1,3450
1,4636
1,1125
1,1339
2,4802
1,5113
2,5038
3,5253
4,5749
1,1230
2,3839
3,5672
4,6001
5,6421
1,2841
1,4793
2,5451
3,5574
4,7444
1,4209
1,2826
1,4820
2,5095
1,190
1,870
2,3206
3,4767
4,3558
5,4198
1,5022
2,6945
3,6569
4,6600
1,4982
1,4048
2,4952
3,6137
4,5984
5,7437
1,1261
2,3774
3,3941
1,684
1,1735
1,5221
1,5041
2,7037
1,2861
1,2654
2,3957
3,3966
1,2771
1,3927
2,6558
3,6823
1,788
2,3118
3,2954
1,1669
2,3617
3,3356
1,4659
1,486
2,566
1,4117
2,5259
3,5879
4,6229
5,6126
6,6349
7,6330
8,6280
9,6594
1,4979
2,6873
1,3021
1,3395
1,4944
2,6173
1,1267
2,2384
1,3457
2,3755
1,5158
2,4719
3,4740
1,3396
2,3603
3,3825
4,6954
1,4538
2,5186
1,3413
2,3708
3,3639
1,702
2,1575
1,2860
2,3206
3,3010
1,671
1,4994
2,6648
1,3668
2,3577
3,3716
1,1005
2,1083
3,5506
4,6220
5,6796
6,6612
1,174
1,2918
1,5077
2,5490
1,3380
2,3577
3,5446
1,2835
2,5737
1,183
1,837
2,2834
3,3575
4,5979
5,5406
1,4452
2,6263
1,3346
2,3525
3,3808
4,3901
1,701
2,5263
3,5886
4,5599
1,4462
1,1220
1,665
1,3857
1,620
2,5210
3,4927
4,5085
1,2678
1,2874
2,3481
1,4731
2,5127
3,5677
1,2606
1,4474
1,1890
2,2549
3,2586
1,3101
1,2880
2,4164
1,3204
2,6059
1,4340
1,3077
2,4887
1,3533
2,3651
3,3965
4,4247
5,4199
6,4569
7,4677
8,4863
9,4909
10,5198
11,5168
1,645
2,954
3,1027
1,5082
1,4488
1,4569
1,1273
2,2512
3,3470
4,4282
5,4426
1,2593
2,3811
3,3773
4,3828
5,3803
6,3796
7,3851
8,4124
1,5105
1,2915
1,2856
1,2700
1,781
2,3618
3,3546
1,3217
