position,latency_in_micros
6,5261
7,5411
8,7344
9,6703
1,1151
1,4426
1,967
2,1849
1,1967
2,2372
3,2772
4,2751
5,2676
6,3959
7,3880
8,3498
1,1138
1,5303
2,5140
1,4725
1,1673
1,4343
1,3920
1,3853
2,4160
1,2327
1,3628
2,3519
3,3449
4,3539
5,3545
1,2712
1,5894
2,7501
1,2244
1,3159
2,3475
3,20285
1,15866
2,16043
1,3115
2,5252
3,5934
1,18136
1,3088
2,2938
3,3593
1,3044
2,3703
3,6055
4,5752
1,3904
1,2971
1,3091
1,317
1,19753
1,2484
2,6394
1,2343
1,3311
1,4293
1,19095
1,1861
2,3343
1,3698
1,3159
1,2300
1,20845
1,4059
1,4234
2,4453
1,3479
2,3648
3,8351
1,4230
2,4109
3,4269
4,4188
5,3978
6,4095
1,2838
1,3170
2,3210
3,3443
4,3874
5,4083
6,4875
7,4706
8,4767
1,3035
1,2810
2,3111
3,3710
1,19155
1,4293
2,6974
1,4076
1,4086
1,18938
1,4430
1,17505
2,17778
3,18552
4,23290
1,4657
2,22113
1,3070
2,4834
1,624
2,727
1,3246
2,6323
3,7489
4,7546
5,7445
1,3070
1,695
1,3026
1,1586
1,4362
2,19337
3,20068
1,4120
1,3574
1,3027
1,2162
2,4050
1,4349
1,5059
1,3409
2,3870
3,3857
4,3694
5,3796
1,1848
2,3404
3,3927
1,3285
1,3135
1,3151
2,3086
1,21129
1,4427
1,3067
1,3056
2,6783
1,656
1,423
2,941
1,3024
2,3680
3,4092
4,7190
5,8138
1,2931
1,3200
1,3104
1,101
2,175
3,272
4,497
5,1319
1,6262
2,5958
3,6052
1,4328
1,3714
1,4107
1,1332
1,4431
1,4052
1,147
2,193
3,309
4,360
1,525
1,1966
1,4611
1,353
2,771
1,1475
2,2793
3,3618
4,4404
5,8609
1,313
2,433
1,2052
1,4194
2,22716
1,650
1,2975
2,3604
1,20644
1,3350
2,3429
3,4572
1,299
2,3807
3,3596
1,2522
2,3187
3,3080
4,3139
1,5514
1,3238
1,4199
1,4452
2,7148
1,2798
2,3921
3,3755
4,3698
5,3816
1,20479
1,19080
1,2902
1,4430
1,19173
1,602
2,668
3,635
4,628
5,629
6,657
7,653
8,3614
9,3802
10,4255
1,3917
1,3009
1,1372
1,3305
2,3494
1,3350
2,4430
1,4396
1,2841
1,3310
1,3940
1,4521
1,1932
1,4739
1,3848
1,4259
2,4831
1,19330
2,21337
1,18919
2,20307
1,5235
2,6299
1,2730
1,580
1,2861
1,4379
2,5021
1,2831
1,18346
1,2763
1,4207
1,561
1,4147
2,4349
3,21410
1,3580
2,3896
3,7470
4,7526
5,9173
6,11306
7,12041
1,3306
1,17948
2,19343
3,22238
1,1245
2,1721
1,765
2,1390
3,2447
1,4167
2,4557
3,4433
4,4606
1,3396
1,2016
1,3233
2,3457
3,3590
4,3563
1,982
2,1855
3,1756
1,3224
1,4023
1,2934
1,763
1,3434
1,3124
2,3671
3,3634
4,3666
5,4263
6,4614
7,5029
1,499
2,1355
3,1567
4,2159
1,3314
1,3021
2,3073
3,3188
1,5468
2,6862
3,8038
4,7671
5,7310
6,7016
1,556
1,314
2,780
3,1557
4,2267
5,2494
6,2456
7,2433
8,2318
9,2385
10,2358
11,2369
1,4102
1,4139
1,3549
2,5368
3,5316
1,1633
2,2886
3,3522
1,2908
1,1913
2,2276
1,4749
2,5751
1,4670
2,5660
1,2824
1,4137
2,22261
1,18715
2,20730
1,545
2,3781
3,3858
4,7548
1,4602
1,3842
2,20590
3,19034
4,19775
5,21843
6,21390
7,22224
1,16834
2,18135
3,23093
4,21705
1,4083
2,21620
3,22206
1,3791
2,5688
3,8496
1,19673
2,17638
3,19010
1,4230
2,4304
1,20904
1,1691
2,20306
3,18569
1,18782
1,2951
1,3466
1,957
1,3989
1,1806
2,3361
1,3296
1,556
1,1309
1,4211
2,4259
3,4324
4,4690
5,4255
6,4441
7,4534
8,5004
9,5131
10,5096
11,5066
12,5112
13,5697
1,19730
2,17244
1,16070
1,3653
2,3768
1,1493
1,19922
2,17516
3,18550
4,21025
5,19716
1,880
1,1204
1,274
2,3158
1,1685
2,2910
1,19310
1,3737
2,6088
3,8630
4,10502
1,2846
1,3555
2,4127
1,308
2,416
1,6147
2,8662
1,19361
1,5012
2,5533
1,19697
2,18563
3,18080
4,22457
1,5187
2,5307
3,5552
4,5820
1,2690
2,2933
1,5332
2,7466
1,4257
1,452
2,945
1,1640
2,3266
3,5159
4,22679
1,2936
1,3265
2,6061
1,1155
2,1426
3,4193
4,4247
1,904
2,4213
3,4890
4,4788
5,4595
6,4638
7,4394
1,2810
2,4452
3,4117
1,4183
2,6460
1,3605
2,20073
3,20910
4,20201
5,22889
1,1160
2,1866
3,4012
4,4009
1,3267
2,3493
3,3705
4,4053
5,4322
6,4201
7,4122
8,4453
1,2779
1,3021
2,7246
1,1866
1,4770
1,2306
2,3469
3,3996
4,4883
5,5574
6,4976
7,4764
8,4728
1,5788
2,6249
3,6448
4,6572
5,7079
1,2804
1,4745
2,24412
1,3731
2,4260
1,2027
1,3568
1,593
1,508
1,290
1,19880
2,21546
1,19505
1,3735
1,4790
1,2962
1,4694
1,2208
2,4297
3,4318
4,4164
5,4180
1,4533
2,7131
3,7235
4,7681
5,7937
6,10355
1,2843
1,990
2,18937
1,4045
2,6799
1,895
2,2239
3,2154
1,4016
1,576
2,1516
3,1791
4,1830
5,2341
1,2916
2,4316
1,3096
1,18947
1,5665
2,5451
1,1357
2,1728
1,518
2,1893
3,3856
4,3741
5,3746
6,3737
1,1086
2,2632
3,2827
4,3138
5,3739
6,4248
7,4119
8,4190
9,4548
10,4250
11,4034
12,4063
13,4049
1,2914
1,3496
2,4500
3,4164
4,4211
5,4465
6,4328
7,4376
8,4364
9,4800
10,5459
11,5049
1,18592
1,4436
1,2609
2,2781
3,3451
4,3430
5,3696
6,4071
7,4090
8,4274
9,5181
10,5089
11,4950
12,4872
1,4014
2,4021
1,5841
1,1927
2,3553
3,4019
1,4529
2,4983
3,5427
1,3759
1,3410
1,2817
2,2964
3,2961
4,2869
5,2822
6,2897
1,6417
1,1832
1,2989
2,6877
1,17782
1,345
2,519
3,495
4,659
1,470
2,894
1,19342
1,4334
1,4495
2,6924
1,4287
1,1623
1,443
1,2738
1,2590
1,3208
2,3985
3,4062
4,3976
5,4038
6,5203
1,4557
1,20090
1,2835
2,3649
1,4793
1,3196
2,6721
1,4214
2,4532
3,4135
4,4254
1,3191
1,6065
2,5848
1,857
1,1676
1,3224
1,19859
1,3000
1,3086
2,4622
3,4179
4,4159
1,3454
2,4089
1,3231
1,4448
2,4817
3,5113
4,5183
1,1710
2,3435
3,3346
1,3371
2,4251
1,3449
1,5933
2,5576
3,5569
4,7764
5,7956
6,9459
7,9349
1,2551
2,3447
1,4772
1,3213
1,1529
1,3886
2,4328
3,5413
1,4084
2,5995
3,22821
1,298
2,986
3,3856
4,4134
5,4392
1,2316
2,4171
3,3952
4,4052
5,4200
6,4266
1,4999
1,3211
2,3291
3,3348
4,5143
5,4771
1,3288
1,4778
2,7630
1,19111
1,3400
2,3839
3,4233
1,18884
1,4999
1,410
1,3253
1,1850
1,910
2,1267
3,1433
1,3314
1,2908
1,543
1,19376
1,4249
1,3494
2,3672
1,2667
1,4023
2,7339
1,1812
2,4296
1,2652
2,3417
3,3584
4,4326
5,6268
6,6047
7,6942
8,7283
9,7426
10,7383
11,7597
12,8129
1,3544
2,4370
3,3966
4,4847
5,4549
6,5019
7,4517
8,4515
9,4707
10,5623
11,5940
12,5803
13,5476
1,4537
1,4075
1,3060
1,3779
1,828
1,776
2,852
3,1083
4,1374
1,749
1,4191
1,4884
1,2773
2,3942
1,4493
1,4324
1,18432
1,4587
1,3377
2,3753
1,1171
1,4761
2,22726
3,23502
4,22716
5,24420
1,5209
1,3787
1,3207
1,1924
1,4119
1,5412
1,1715
2,3075
3,3773
1,1237
2,1948
3,3236
4,3604
5,3566
6,4227
1,1823
2,3480
3,3899
4,21967
1,4072
1,3009
2,4258
3,6128
4,6190
5,6718
1,18327
1,1792
1,3280
1,3158
1,20936
2,18869
3,19220
4,22645
1,18156
1,856
1,18574
2,19977
1,1803
2,3232
3,4030
4,4379
5,4063
6,4044
7,4368
8,4702
9,8868
1,2752
2,3337
3,22548
1,1730
1,3307
1,4689
1,3966
2,5847
3,5495
4,5234
5,5000
6,4987
1,3080
1,3280
2,3721
3,4519
1,19116
1,219
1,17497
1,2454
2,18838
3,19561
4,20137
5,21605
6,24443
1,1273
2,1519
3,1523
4,2007
1,663
2,980
1,19688
2,18397
3,17566
4,21055
5,20771
6,20808
7,20013
8,20056
9,24231
10,20758
11,23248
12,21005
1,3112
2,3798
3,21523
1,2938
2,2858
3,3541
4,3225
5,3801
6,3587
7,3894
8,3840
1,507
1,1376
1,2306
1,4207
2,4614
3,4543
4,4305
5,4284
6,4342
7,4270
8,4292
9,4264
10,4198
11,4067
1,2733
1,3069
2,3385
3,3381
1,3890
1,19293
1,19358
1,4091
1,4684
1,4083
1,3137
2,3283
3,3603
4,3742
5,3961
6,5918
7,6124
8,7064
9,8369
1,4710
1,936
1,893
1,587
2,1898
3,3461
4,4601
5,4189
6,3968
1,4238
1,2025
2,2466
3,2641
4,2568
1,3281
2,3371
1,3221
1,18580
1,608
1,3089
1,4559
1,3232
1,3896
1,1017
2,3369
1,1838
1,1687
2,3280
3,3387
4,3334
5,3567
6,3475
7,4267
1,18304
2,22856
3,23901
4,24263
5,23656
1,3311
1,2713
1,387
2,2208
3,2957
1,1711
2,2782
3,3875
4,3710
1,755
2,2261
1,1801
2,2185
1,4234
1,5411
2,6968
3,6478
1,317
2,559
1,846
2,5127
1,3320
2,5285
1,3901
1,1128
2,6531
1,481
2,1107
1,343
2,1385
1,495
2,774
3,812
4,1022
5,1133
6,1121
7,1104
8,1252
9,1364
10,1516
11,1565
12,1569
13,1607
1,2916
2,5583
3,5106
1,349
1,5152
2,9119
3,8790
1,3037
2,6049
3,5480
4,5574
5,7348
6,8514
7,8623
8,8375
9,9036
10,8596
11,8252
12,8446
1,3129
2,3585
3,4827
1,2730
2,3277
3,6940
4,6296
5,7413
6,8388
7,8029
1,18444
1,3333
1,2698
1,2823
2,3272
3,3461
4,3746
5,4053
1,2781
2,6918
3,6353
4,6051
5,6207
6,6058
7,5881
1,3612
2,4117
3,22172
4,21039
5,22493
6,20508
7,20086
1,2752
2,4154
1,3308
1,3838
2,3900
1,4049
2,4661
3,4371
4,4230
5,4079
6,5027
7,5126
8,5036
1,171
1,1354
1,1028
2,4304
3,4606
4,5203
5,5113
6,4920
7,4837
1,2445
2,3111
1,3826
1,1832
2,4136
1,3904
1,3562
2,3733
1,18629
1,3131
1,377
2,3742
3,3697
4,4298
5,4302
1,3387
1,4641
1,6117
2,6244
1,3847
1,1899
1,4550
1,3135
2,3813
3,3227
4,3674
1,19562
1,18859
1,3148
2,3840
1,3358
2,3608
1,20241
2,19402
1,3495
2,3610
3,6373
4,8687
5,9588
1,1963
1,3233
2,3876
1,2824
1,2832
1,3236
1,3336
2,3484
3,3655
1,477
2,1155
1,1929
1,495
1,3232
2,3852
1,1694
2,2181
3,3451
4,3291
1,1117
1,4590
2,7062
3,7976
1,1776
2,3464
1,4168
1,1828
2,5040
3,4884
1,18834
1,1813
2,3213
1,527
2,1339
3,19957
4,17631
1,5354
2,5517
1,3421
2,3675
1,2285
2,4553
3,3961
1,3545
2,3775
3,4587
1,2717
2,2670
3,3555
1,5847
2,9387
3,8939
4,8830
5,8065
6,8112
7,8137
1,4112
2,4264
1,3747
1,496
2,2305
3,4048
4,4081
5,4345
6,4412
7,4882
8,4886
9,4936
1,3420
2,6474
1,3684
2,4337
1,3023
1,3165
1,3395
1,2836
1,1863
2,6156
3,6584
4,6986
5,9773
6,9132
7,9075
8,8947
1,3043
2,3733
1,3776
2,3844
1,18226
1,3703
2,4390
3,4064
4,4572
1,33
2,33
3,616
4,1040
5,1409
6,1734
1,20744
1,4557
1,20661
1,1758
2,3153
1,4586
1,6233
1,3568
1,3227
2,3842
3,3786
4,3985
5,4186
1,1746
2,2218
3,2237
1,4430
2,4947
3,4575
4,6825
1,4236
2,7796
1,2802
1,3322
2,5503
3,5128
1,2177
2,2627
3,3500
4,3480
5,7272
6,9328
1,4927
1,3766
1,3384
1,4205
2,5598
1,3870
1,3377
1,4551
2,7337
3,6736
4,6643
5,6997
1,3088
2,3556
1,5919
2,7370
3,7514
1,5035
2,5350
3,5412
1,3753
1,4578
2,7829
1,2940
1,3146
2,3734
3,3543
4,3523
1,3223
1,3209
1,20412
2,21233
3,23095
1,3082
2,3837
1,548
2,2353
3,2224
1,3914
1,3114
2,4272
3,4340
4,5040
1,1159
1,5556
1,20525
1,3341
1,5229
1,19254
2,22820
1,4309
1,1679
1,895
1,4515
1,3519
2,4068
3,4045
4,4416
5,4610
1,3209
2,3842
1,4499
1,3486
1,3033
2,3672
1,19870
2,17649
1,1934
2,3532
1,2811
1,3593
1,18669
1,2382
1,4400
1,3833
1,3134
1,4393
2,6709
1,4401
1,4977
1,1468
2,1599
1,4905
2,5229
1,3688
2,3603
1,4455
1,420
1,5065
1,3368
2,3658
1,4344
2,4816
3,5802
4,7088
5,7213
1,19883
2,21513
1,2957
2,3315
3,5238
4,5528
5,5823
6,5831
7,5688
1,3875
2,7919
3,24596
4,22258
5,22456
6,24812
7,22700
1,3484
1,1506
1,4369
2,6585
3,8400
4,7648
5,8217
1,3568
2,7023
3,8692
1,20099
2,17410
3,18269
1,3293
1,3597
1,1851
1,2259
1,3869
2,4025
1,2004
1,1576
2,3155
1,4210
2,8017
3,7325
4,7332
5,7367
6,8850
7,8842
8,9340
9,9195
10,10297
1,2923
1,3345
2,3689
1,651
1,4623
1,2887
1,4233
1,3202
1,2429
1,18306
1,1794
2,2869
3,3385
4,3404
5,3896
1,3026
2,3333
1,415
1,4474
2,7400
1,4104
2,4145
3,4289
1,3198
2,3073
1,2721
1,2987
1,437
2,1335
3,1819
4,2145
5,2878
6,2854
1,2925
2,3622
3,3398
4,4639
1,1410
2,1787
1,1951
2,2290
1,1814
1,6358
2,7926
3,7793
4,7402
5,7191
1,3306
2,3294
1,18396
1,3005
2,4759
3,4413
1,1799
2,3976
3,4024
4,4320
5,3925
6,4940
7,4763
8,4694
1,5913
1,5331
1,2813
2,3615
3,4019
4,4364
1,3190
1,3022
1,1298
1,1920
1,4697
1,6103
1,3592
2,3763
3,3748
4,3813
5,3847
6,4428
7,4265
1,4732
2,7077
3,6906
4,6855
1,3942
1,3513
1,3059
2,3699
3,4523
4,4647
1,1758
1,1243
2,1877
1,3462
2,3716
1,5278
2,22449
1,2757
2,5760
3,9288
1,5635
2,5673
1,3760
2,4685
3,4602
1,18750
2,16988
3,18423
1,619
2,2401
3,2983
1,646
2,3492
3,3376
4,3837
5,3940
6,3634
7,3553
8,3381
9,3287
10,3650
11,4141
1,4557
2,21108
3,20362
4,19085
1,2865
1,3297
2,3511
3,7753
1,3000
1,879
2,1117
1,3366
1,3824
2,4003
3,4208
4,3814
5,3782
1,3384
1,1827
2,3528
3,4011
1,20661
1,3943
1,1369
2,5676
3,5636
1,3144
2,4447
3,4531
4,4086
5,4045
6,4425
1,247
2,2408
3,4198
4,4372
5,4574
1,2897
2,3536
3,6239
1,2815
2,3056
1,4675
2,7425
1,4312
1,19901
1,1836
2,3384
3,4109
1,3096
2,4084
1,2869
2,4974
1,4696
1,1700
2,2009
1,2846
1,3629
2,3802
1,3401
1,2768
2,6546
1,4445
1,3812
2,5826
1,4639
1,19506
1,4394
2,21021
1,230
1,3251
2,4175
3,4174
1,2893
1,4485
1,2780
2,4421
3,4632
4,5015
5,5306
1,2210
2,5148
1,757
1,438
2,550
1,19132
2,17766
3,23938
1,1844
2,4265
1,4564
1,4021
2,4355
1,3080
2,3846
1,1557
1,2727
1,3319
1,2476
2,3787
1,3296
2,4462
3,4375
4,6290
1,1693
1,4222
2,8038
1,19428
1,3597
2,3954
3,4134
1,3239
1,289
1,4226
1,3246
2,3794
1,4540
1,3321
1,3101
2,6840
1,767
2,1008
1,3495
1,633
1,4735
2,5606
3,5531
4,7734
1,3349
1,3703
2,3795
1,2703
1,3872
1,2714
1,2890
1,3217
1,865
1,2170
2,4138
3,4164
1,650
1,4310
1,1054
1,609
2,750
1,1679
1,3222
2,3526
3,5049
4,7668
5,9272
6,9191
1,1813
1,2208
2,4865
1,2209
1,5388
2,9525
3,8771
1,39
2,1548
3,1415
4,1421
5,1427
1,4852
1,3926
1,1885
1,2929
1,3238
1,1813
1,1519
2,6722
1,1771
2,2386
3,3047
4,3357
5,3294
1,3299
2,20925
1,3313
1,19207
2,17774
1,3261
1,3318
1,3563
1,5539
1,3995
1,836
2,1524
3,2436
4,2845
1,19441
1,3042
1,607
2,1261
3,2100
4,2022
5,3386
6,4729
1,3936
2,4320
3,4057
1,4490
1,3157
1,3575
2,4034
3,4162
4,4556
1,21145
1,4185
1,20383
1,3629
1,863
2,1292
3,4222
1,4175
1,3029
1,4855
1,1956
1,563
1,4829
2,4582
3,4825
1,2863
1,19163
1,3290
2,3494
3,3783
4,4710
1,4685
2,4942
3,5522
4,6197
5,6401
6,10332
1,17540
2,18808
1,1873
2,4125
3,4428
4,4185
1,4368
1,3333
2,3632
3,3839
1,1662
2,3390
3,3333
1,2990
1,4129
1,242
1,1115
1,18715
1,2851
1,4523
2,7071
1,4174
2,4518
3,20761
1,3457
2,4100
3,3954
4,3983
5,4313
6,4006
7,4018
1,3103
2,2896
3,2791
1,4008
1,641
2,1569
3,2971
4,2882
1,3117
1,468
2,962
3,922
4,894
5,1070
6,1061
7,1056
8,1055
9,1067
10,1078
11,1494
12,1436
1,19462
1,3042
1,16118
1,4180
1,4031
1,1845
2,3136
1,2215
1,1545
2,3343
1,18707
2,17388
1,1698
2,1583
3,3145
4,3177
5,3140
6,3119
7,3088
8,3100
9,3225
10,3299
11,3458
1,2025
1,3610
1,1669
2,3325
3,3592
1,19333
2,17572
3,18841
4,18937
5,20173
6,22060
1,4150
2,3797
3,4225
4,7923
5,8172
6,8290
7,8369
8,8915
9,8402
10,8459
1,4649
1,594
2,3690
3,4275
1,4298
1,6117
2,7580
3,7658
1,3094
2,3742
3,3617
4,3235
1,2883
1,4468
1,2972
1,4238
1,1129
1,1917
2,3000
1,1739
2,3107
1,4679
1,2719
1,2756
2,3660
1,123
1,591
1,4193
1,4132
1,3176
2,3755
1,3482
1,1384
2,1621
3,1949
1,2793
1,3027
1,2169
2,6948
3,6297
4,6675
5,8114
1,4619
1,2733
2,4318
1,1264
2,2749
3,4252
4,4071
5,3993
6,3871
1,775
1,5282
2,7061
1,5753
1,4432
2,7087
1,1986
2,2368
3,4536
4,4412
5,4295
6,4117
7,4040
8,3928
9,3923
10,4226
11,4136
12,4262
1,3759
2,3604
3,3389
4,3144
1,4373
2,5988
3,21041
1,3540
1,5355
2,7038
3,6886
1,3713
2,3927
3,3811
4,3848
1,19588
1,4733
2,7609
3,7599
1,495
1,1734
1,185
2,1199
3,1613
4,1677
1,3994
1,216
1,4872
2,7371
1,4126
1,2947
2,3877
1,3203
2,3375
3,4941
4,4814
5,4854
6,4884
7,5085
1,3092
1,3410
2,3335
1,3100
1,19990
2,19588
3,21664
1,3103
1,4001
1,707
1,4653
1,1747
1,4672
1,2461
2,2843
1,3199
2,3220
3,4243
4,3947
5,3730
6,3694
7,3726
8,3758
9,4269
1,4600
1,3847
1,1794
2,2810
3,4337
1,1034
1,2760
2,5464
3,5855
1,18994
1,3316
1,517
2,3512
1,1132
2,6354
3,5908
4,8710
1,3429
2,6153
1,4181
2,6991
3,6294
1,3372
1,1481
1,2446
2,6427
3,5877
4,6006
1,4305
2,6710
1,852
1,5216
1,3779
1,1963
2,4379
1,171
2,600
3,704
4,692
5,1011
6,966
7,961
8,1522
9,1771
1,4398
1,676
1,4815
2,5461
3,5488
4,5919
5,23010
6,22241
7,25718
1,1834
1,631
2,3449
3,3460
4,3710
1,3692
1,3349
2,4372
3,7817
1,35
2,5324
3,5106
4,5094
5,4720
6,4608
7,5894
8,6400
1,4608
2,5549
1,1787
2,4534
1,3185
1,3523
2,3700
1,44
2,1213
3,5057
1,20399
1,16892
2,19750
3,23978
4,25430
1,2948
1,863
1,4706
1,3819
1,5191
2,7280
1,4267
2,7145
1,3310
2,3581
1,632
1,3856
1,4850
2,7434
3,8674
1,3053
1,2825
1,4071
2,3766
3,4003
1,3238
1,2841
1,1107
2,1917
1,4141
1,2148
2,3747
3,4178
4,3905
5,3724
1,2922
2,4072
3,3483
4,3411
5,3755
1,3734
2,3767
1,1827
2,2188
3,2669
4,3056
5,2960
1,18271
1,618
1,2736
1,3795
2,3815
3,3775
4,4200
5,3888
1,4414
1,1346
2,2668
3,3410
1,4361
2,5424
1,2856
2,3347
3,3698
4,4003
1,2818
2,3148
1,4647
1,5114
2,23599
3,19841
4,23273
5,24942
6,26149
1,3042
2,4665
1,3599
1,4392
2,8312
3,7497
4,7739
5,8746
6,8496
7,9854
1,2901
2,3421
3,4054
4,4818
1,2825
2,3240
3,3345
4,3643
1,5337
2,9066
3,8699
4,8290
5,8585
1,3231
2,6152
1,1531
1,3277
1,3815
1,218
2,781
1,3979
2,4538
1,4705
2,5335
3,9514
1,4210
2,5390
3,5265
4,5214
5,5952
6,6387
7,6100
8,9681
1,2738
2,2718
3,3463
1,1172
1,4435
1,4040
1,3145
1,2636
1,19940
2,20253
1,3247
1,4208
2,5952
1,18664
1,5015
1,3824
2,3981
3,4215
4,4702
5,4411
1,5946
1,3571
2,3784
1,4692
1,847
1,4229
1,2813
2,3574
1,1871
1,4944
1,197
2,650
1,3345
2,3763
1,2808
2,3432
3,20270
1,2151
2,2286
3,3860
4,3648
5,3597
6,3502
7,3927
8,3769
1,2860
2,3641
3,3479
1,408
2,3124
1,3111
1,4115
1,3167
1,4200
2,4518
1,2663
1,377
1,18903
1,3720
2,18293
3,21369
4,21297
5,22018
1,6315
2,6820
3,7495
4,7751
5,8760
6,8756
7,8090
1,5256
2,7168
3,7840
1,19961
2,20397
1,602
2,732
3,4102
4,6026
5,5565
1,5644
1,577
2,5333
1,5279
1,1890
1,2172
2,3512
1,3532
2,4224
1,5324
2,6891
1,4410
2,7005
3,8121
1,419
1,19593
2,18845
1,2757
1,4013
1,4163
1,2006
1,3208
1,4364
2,7428
3,8606
1,2743
2,19239
1,2986
1,1498
1,1789
2,3875
1,4007
1,1485
2,4062
3,5792
4,5653
5,5611
6,5997
7,5679
8,8439
1,4309
1,2870
1,2781
1,3976
2,3956
3,3742
1,3706
2,3623
3,3355
4,3419
5,3457
6,3834
7,3608
8,3757
9,3728
1,5051
2,5260
3,7622
1,2170
1,964
2,3341
3,3246
1,4671
2,4592
3,21159
4,18703
5,19343
6,19520
1,4137
1,4420
2,5204
1,4468
1,18179
1,520
1,2438
2,3312
1,1354
1,2992
1,128
2,1892
3,5349
4,6058
5,6057
6,8126
7,8269
8,8365
9,8985
10,8849
11,8318
12,8471
1,1126
1,17238
1,3984
2,18915
1,2223
2,3469
3,3641
1,3151
1,1213
1,3677
1,4844
2,6087
3,5524
4,7669
1,4173
1,1032
2,1464
3,1728
4,4581
5,4841
6,4633
7,4407
1,3355
2,4111
1,6088
2,6196
3,6646
4,6585
1,2697
2,3356
1,661
1,3022
2,3571
1,3264
1,2807
1,4597
1,588
2,4172
3,4038
4,4419
5,4618
6,5232
1,1347
1,2936
1,1797
2,2803
1,6129
2,9097
1,3231
1,4930
1,3949
1,2750
1,4462
1,3906
1,4147
1,3963
2,4967
3,4840
4,4767
5,4940
6,4922
7,6915
1,196
1,3931
1,3107
2,3544
1,831
2,1452
1,3344
2,3700
3,4034
4,4021
5,4407
6,4301
1,4268
1,3810
2,6078
3,5986
1,4078
2,4220
3,4354
4,6171
5,6281
6,6798
7,7062
8,6891
9,6904
1,18899
2,17435
3,19782
4,22795
5,23693
6,22395
1,3687
2,3992
1,4628
1,3533
2,3572
3,3513
4,3996
5,3776
6,3917
7,3731
1,19734
1,1552
2,3198
1,4866
1,1167
1,301
1,1393
1,3956
1,2328
1,3340
1,330
2,464
3,2010
4,3486
5,3775
6,3810
1,19210
1,3098
2,3671
1,1101
2,3397
1,446
2,1830
1,1787
1,3115
2,3242
3,3248
1,3178
2,4005
3,4227
4,4441
5,4971
6,5554
7,5767
8,6191
9,6035
10,6312
1,1251
2,1802
3,6413
4,5675
5,5656
1,1088
2,5118
1,3306
1,831
2,3771
1,3290
2,3590
1,641
1,4011
2,4000
3,4219
1,19675
2,17704
3,16224
1,15280
1,491
1,582
2,2930
3,3002
4,2980
5,3704
6,3626
1,1756
1,4184
2,4050
1,1661
1,1736
1,2372
2,3178
3,3587
1,3752
2,3685
1,19511
2,17653
1,3218
1,1710
2,3502
3,3567
4,3708
5,3601
1,1587
2,3575
1,3742
2,3607
3,3602
4,3515
5,4276
6,4018
1,1096
2,1329
3,1512
4,1462
1,4216
2,3858
3,4129
1,1218
2,1923
1,272
1,1673
2,2818
1,3884
2,4087
1,3307
2,3802
1,3225
2,3438
3,3419
1,778
1,2736
1,4129
1,4165
2,4041
3,4615
4,4740
5,5357
6,5726
1,20198
1,1172
2,3620
1,499
2,2373
3,2688
4,3839
5,3679
6,7292
7,6233
1,5528
1,554
2,664
3,664
4,3818
1,30
2,30
1,1801
2,3453
3,3543
4,3479
5,3467
6,4328
7,4240
8,6987
9,6616
10,8295
11,11351
1,1160
1,3074
1,3924
1,5720
1,1176
1,1505
1,2814
1,4006
2,3715
1,1098
2,1539
3,2218
4,3290
5,3934
6,4369
7,4198
1,2709
2,3836
1,30
2,3290
3,3514
4,6151
5,7907
6,7248
1,1122
2,1498
1,6250
2,5804
3,6621
1,19947
1,892
1,215
2,404
1,6026
1,4159
2,4362
3,4388
4,5076
5,4941
6,5461
7,5628
8,5363
9,5744
10,9532
1,3237
1,1044
2,1204
1,886
2,1407
3,1325
4,1570
1,305
2,848
3,1791
1,20218
1,1418
2,3230
3,3152
4,3871
5,4028
6,4467
7,5136
8,4659
9,4955
10,5934
11,6085
1,3908
2,3707
3,3672
1,3621
2,3632
3,3878
4,3717
5,4704
1,131
1,1737
2,4186
3,4000
4,5033
5,5407
6,5319
7,5559
1,4816
1,297
1,2321
2,3594
3,4058
4,3930
5,4041
6,7228
7,7017
1,1578
1,31
1,542
2,961
3,1366
4,1723
5,1662
6,1614
7,1664
8,1621
9,1569
10,1604
1,1500
2,2010
1,2825
1,3418
1,1122
1,31
2,31
3,1544
1,28
1,175
2,278
3,353
1,4511
1,2788
2,3464
1,566
2,3568
1,3776
1,1701
2,2008
1,2326
1,6227
2,5776
1,1735
1,1143
2,1280
1,1083
2,3926
3,4155
4,3883
5,3751
1,3190
1,31
1,517
2,534
3,510
4,667
5,709
1,559
1,3638
1,1463
1,611
2,960
3,1125
1,462
1,555
1,177
2,183
3,470
1,179
1,4328
2,4622
3,4717
1,4838
