position,latency_in_micros
2,662
1,1697
2,2932
1,3323
1,2179
1,1706
2,5911
3,5636
4,5471
5,5902
6,5502
1,4023
1,17766
2,16064
3,17578
4,21761
5,24414
6,26059
1,3268
1,589
1,2477
1,4249
1,4465
1,547
2,597
3,799
4,1922
5,19212
1,294
2,513
3,1567
4,1918
5,2168
1,3260
2,5413
1,18857
1,2663
1,2072
2,3330
1,3256
2,3197
3,3626
1,2133
1,3326
1,1761
2,3230
3,4272
4,4267
5,4285
6,4176
1,3966
1,3225
2,3851
1,1544
1,154
1,19245
1,1487
2,3810
3,3861
4,3870
5,3850
1,2852
2,3427
3,3347
4,3516
1,4589
1,2846
2,4958
1,1791
2,4160
3,4333
4,4433
1,1506
1,4249
1,518
2,545
3,3538
4,5128
5,4957
6,5061
7,5595
8,5196
1,3771
1,427
2,757
3,724
1,4070
2,5456
3,5566
1,451
1,3430
1,3818
2,5698
1,3089
1,3741
2,3839
1,113
1,309
2,2843
1,19763
2,18225
1,17589
1,589
1,3639
1,4601
1,517
1,6089
1,1979
1,3370
1,611
2,816
1,1611
1,3268
1,6127
2,7463
1,1803
2,3235
1,848
2,1271
3,1688
4,2364
5,2781
6,2815
1,20853
2,19172
1,620
2,3566
1,935
1,3633
2,3843
3,3817
4,3953
1,3557
2,3699
3,3678
4,3978
1,3146
1,585
1,18975
2,20043
1,19451
1,1487
2,3846
3,3903
4,3806
5,4059
1,111
1,30
2,31
3,579
4,3536
5,3629
6,5618
7,4873
8,4598
9,4706
10,4767
1,3887
2,3864
3,3530
4,3813
5,3945
6,4410
7,5170
8,4814
9,4700
10,4610
11,4675
12,5010
13,5238
1,396
1,3696
1,3209
1,833
1,6063
2,5666
3,5739
1,2797
2,3118
3,3145
4,3666
1,1925
1,1571
1,2780
1,2783
2,4782
1,3970
1,4157
1,2745
1,6056
1,2343
1,2902
2,5080
1,3097
1,233
2,394
1,4186
2,4560
1,3131
1,968
2,3885
3,3891
4,3957
5,3971
6,3876
7,4133
1,5943
2,8476
3,7621
1,870
1,807
1,4137
1,2989
2,5010
1,19027
1,4203
2,6261
1,2268
2,3568
3,3749
4,3480
5,7428
6,6929
1,3059
1,4877
2,5874
1,1101
2,2584
3,4223
4,4194
5,4111
6,4256
1,2796
2,2956
3,2920
4,2866
5,2785
6,2671
1,1256
2,2475
3,3396
4,3526
5,3592
6,7144
7,10022
8,11213
9,10786
1,4772
2,5186
3,5085
4,5368
5,5872
1,2422
2,3098
3,2975
1,1096
1,4708
2,5681
3,5149
4,5549
1,3360
1,1673
2,3616
3,3733
4,3746
1,4135
1,1293
2,2937
1,4128
2,4068
3,3968
4,4164
5,4388
6,5803
7,5335
8,5755
9,6700
10,7458
1,3223
1,3981
1,1013
1,3214
2,3289
3,4310
1,4057
1,781
1,2347
2,3694
3,3706
4,4406
5,5754
6,6499
7,6330
8,6068
9,6176
10,6747
1,604
2,994
1,2438
2,3121
3,3162
1,829
2,1427
1,290
2,1114
1,3337
2,3601
3,3263
4,3054
5,5147
6,4578
1,3105
1,3314
2,3451
1,3858
1,590
2,3658
3,3662
1,1262
1,2815
1,2769
1,2970
1,2276
1,4189
2,4379
3,4293
1,3488
2,4452
3,4437
4,4346
5,3838
6,4025
7,4598
8,4482
9,4414
10,4566
11,4869
12,4267
1,2811
1,2647
1,804
1,18271
2,17834
3,18733
4,18635
1,336
1,3458
1,867
1,901
1,3771
1,2784
2,3430
3,3468
4,4879
5,4655
6,5425
7,5657
1,4076
2,4848
3,4986
1,3368
1,4638
1,266
1,382
1,4355
1,5920
2,7295
1,3233
1,279
1,3899
1,192
1,185
2,601
1,4228
1,6086
1,3503
1,2984
1,3172
2,5476
3,5137
4,5454
1,6171
1,3252
1,3709
2,3604
3,4735
4,4843
5,5962
6,6047
1,915
1,827
2,1425
1,4616
1,2821
2,5855
3,23362
4,26394
1,4444
2,8056
1,5119
2,6930
1,333
1,18600
2,19205
1,3092
1,34
2,32
3,593
4,616
5,1714
6,3739
1,3459
2,3953
1,3330
2,4305
3,3936
1,3463
2,3772
3,3606
4,7177
1,4143
1,3687
2,19818
3,18831
1,3878
1,3029
2,2871
3,3278
1,2788
1,3208
1,4454
1,32
1,905
1,3798
2,3850
1,286
2,4095
3,3870
1,4106
2,4091
1,6484
1,3221
2,4797
1,3356
1,2453
1,1548
2,2275
3,2278
4,3992
5,4475
6,4309
7,4226
1,19851
2,17525
3,18635
1,1200
1,4584
2,5211
1,18823
2,17418
1,1828
1,4720
2,4492
1,591
2,1307
3,2620
1,1723
1,5350
1,3653
1,4314
1,3225
2,5813
3,8936
4,9785
5,9672
6,10350
1,2850
2,3824
3,6955
4,7050
1,3907
2,21263
1,17966
1,4183
2,5873
3,6404
1,5578
1,2115
1,592
2,1313
1,2027
2,2521
3,3517
1,4614
2,20750
1,3011
2,3388
3,3531
4,3493
5,3508
1,212
2,2178
1,2872
2,3272
1,713
2,2886
3,3204
1,1643
1,4220
2,6054
3,6084
4,22306
1,3269
2,3479
3,4302
1,115
2,190
1,498
2,2943
3,3346
4,3363
1,4819
1,454
2,556
1,547
2,764
1,1182
1,408
1,394
2,1177
3,2984
4,2891
5,2820
1,4438
1,1703
2,2800
3,3596
1,752
2,3724
3,4167
1,1224
2,1635
1,31
1,4345
1,5833
1,3107
1,2625
2,2677
1,4851
2,5426
1,589
2,5508
3,5569
4,5429
5,5668
6,6949
7,6578
8,6898
9,7735
10,8479
11,7760
1,17822
2,19125
3,17805
1,3515
1,3587
2,4122
3,4202
4,4333
5,4433
6,4396
7,4249
1,4226
2,5026
3,4934
4,5292
5,5546
6,5550
7,5949
8,6984
9,6970
1,3254
1,3984
1,1609
1,6072
2,5507
3,6412
4,6568
5,6305
6,6286
1,3293
1,470
2,845
3,2978
1,583
2,694
1,4274
1,4291
2,4220
1,32
2,31
3,31
4,31
5,1768
1,2147
1,4642
1,1589
2,3242
1,154
2,1405
3,1607
4,1577
1,1549
2,2237
3,2432
4,2719
5,2881
1,2796
2,5728
1,2773
2,3764
3,4026
4,4546
1,418
2,2136
3,3175
4,3535
5,7344
6,6628
7,7903
8,8795
1,1511
2,1717
1,4977
2,4810
3,4953
1,3022
2,2874
3,3750
4,5218
5,5511
6,7730
7,8303
8,8056
9,8062
10,7337
11,7201
12,7012
1,4195
1,1643
2,2990
3,2823
4,3173
5,3319
6,3268
7,3215
1,18924
2,20985
1,504
2,635
3,759
4,755
1,2873
1,4588
1,337
1,2841
1,3281
1,1195
2,3093
1,1133
2,1806
3,4653
4,4459
1,193
1,3915
1,608
1,3080
1,4789
1,3250
1,1137
1,3587
2,3879
1,1721
1,4444
1,3383
2,4149
3,4723
4,5129
5,5577
6,5775
1,2478
1,2270
2,3435
1,2867
1,624
2,1145
1,3855
2,3994
1,4788
1,3125
2,4565
1,3436
1,21272
2,24510
1,3710
2,3801
3,4764
4,5004
5,5204
6,5466
7,5442
8,5705
9,6197
1,5259
1,4204
1,3495
2,3675
3,3922
4,6184
5,21344
6,19993
1,3084
2,4843
3,4594
1,2648
1,3282
2,4357
1,4708
1,3136
2,3564
1,3189
1,262
2,1989
1,1335
1,6263
1,1562
1,32
2,190
1,4728
1,257
1,578
1,548
2,3998
1,6284
1,1516
2,1983
1,4437
1,2734
1,3126
1,5469
2,6485
3,6819
1,417
1,677
2,1112
3,1421
4,1394
5,1640
6,1628
1,3310
1,235
2,407
1,4468
2,5577
1,3028
2,3369
1,3624
1,1127
1,1473
1,1336
1,3873
2,4097
1,1657
1,4870
1,1490
1,4246
2,5399
1,2411
2,2718
1,2162
1,570
2,3469
3,3941
4,4795
5,5226
6,6206
7,6081
8,6581
9,6397
10,6231
1,3694
2,3876
3,3855
4,4574
5,4632
1,3118
2,4132
3,4131
4,3814
5,3838
6,4915
7,4791
8,4767
9,6531
10,6244
11,5754
12,5779
1,1691
2,2304
3,2714
1,3088
2,3531
3,3489
4,4255
5,3966
1,27
2,3889
3,4112
1,3280
2,3321
3,3290
1,683
2,741
3,805
1,133
1,292
1,4594
2,6756
3,5973
4,8100
1,1178
1,20255
1,222
2,5348
3,6034
1,4390
1,2548
2,20049
1,348
2,2671
3,3782
4,3719
5,3694
6,3710
7,4409
8,4907
1,2314
1,2225
2,3838
3,4601
4,4860
5,5529
1,35
1,18328
1,1542
1,3081
1,1802
2,4372
1,2680
1,1746
2,3919
3,7368
1,1930
2,2234
1,427
1,3182
2,3029
1,3907
2,6789
1,3680
2,6855
1,1163
2,2699
3,3703
4,4235
5,3953
6,4093
7,4397
8,6294
9,6053
10,6325
11,7170
12,6774
1,1713
2,2514
1,6094
2,22189
1,1206
1,4613
1,6090
1,19670
1,3582
1,4096
1,2941
2,4453
1,1924
1,4768
1,4170
2,4103
1,390
2,620
1,934
2,3469
3,4122
4,4336
5,5778
1,3104
1,1530
2,1711
1,6319
2,7434
1,3277
2,4152
3,4536
4,4633
5,5128
6,5431
7,5494
8,5888
9,6361
1,18297
1,4544
1,831
2,3017
3,2999
4,2938
1,1347
1,1153
1,3179
2,4518
3,4083
4,3867
1,188
1,33
2,31
3,601
4,2558
1,3719
1,4485
2,4697
1,5913
1,1141
2,1427
3,1382
1,1728
2,3045
3,3270
1,3907
2,4196
3,4050
4,4053
5,4232
1,2983
2,3370
1,2769
1,953
1,4943
2,7571
1,3193
2,6813
1,19527
2,21088
1,1917
1,2043
1,3260
2,3983
1,22153
1,51
1,2952
2,7391
3,9497
4,9514
1,274
2,1209
1,3856
1,2673
1,4184
1,393
1,2702
1,19184
2,20446
3,22406
1,4391
2,5062
3,4854
4,4997
5,5837
6,6349
7,10947
8,13980
9,13212
10,14171
1,2054
1,563
1,4579
1,488
1,1118
1,3795
2,4163
3,4753
1,2902
1,1166
1,1101
2,3759
3,3788
4,3572
1,3186
2,3667
1,430
1,1780
2,2398
3,3068
1,390
1,2900
2,4881
3,8125
4,7855
5,7854
1,3937
1,1231
2,1982
1,19843
1,4475
1,2372
1,6149
2,6094
3,6022
1,3469
1,2875
2,4075
1,3038
2,3880
1,4427
2,7014
3,7775
4,7625
1,1281
2,1362
1,3354
2,3520
3,3725
4,3700
5,3795
1,2702
2,4118
1,5309
1,20085
1,2315
2,3404
3,4012
4,4233
5,3970
6,4016
1,2103
2,3235
3,3325
4,3275
1,3205
2,7423
1,2896
2,3587
1,1804
2,4954
3,5792
4,6011
5,6288
6,6264
7,9964
8,10870
9,13945
10,16127
11,16420
12,16916
13,15830
1,4307
2,6913
1,612
2,1053
1,2736
2,6062
1,1741
2,6808
1,4058
1,1565
1,597
1,54
2,861
3,1581
4,2118
5,2593
6,2516
7,2895
1,716
1,316
1,4875
1,20855
1,2975
2,4921
1,329
1,862
1,1701
2,2955
3,2893
4,2978
5,2984
1,4641
1,20110
1,5673
1,3971
1,3512
1,610
2,3162
1,1742
2,3135
1,20021
1,4341
1,3752
1,18085
1,4486
2,7249
1,1921
2,4472
3,4151
4,4219
5,6299
6,6455
7,7359
1,4453
1,3181
2,4969
3,5611
1,4761
1,1178
1,19544
1,947
2,1256
3,1242
1,1149
1,4251
2,22080
3,22865
4,25047
5,25693
6,24129
1,4850
1,4107
2,5719
3,7503
4,8392
5,7993
1,2908
2,3625
1,3355
2,7167
3,6473
1,19384
1,4467
1,5645
1,485
2,749
1,3721
1,1665
1,392
1,2677
2,2891
3,3243
4,3096
5,3075
6,3149
7,3149
8,3231
9,3165
1,3237
2,4447
3,4411
4,4152
1,3103
2,5407
1,498
2,829
3,838
4,791
5,3877
1,1819
2,3912
3,4005
1,4673
1,4160
1,5887
2,6155
1,545
2,1401
1,4375
1,3834
2,5581
1,2968
2,18623
3,18295
1,130
2,4524
1,18559
1,2042
1,5976
2,8228
1,2294
2,3243
3,4239
4,4195
5,4296
6,4522
7,4517
8,4563
9,4194
10,4240
11,4630
12,4784
13,4598
1,475
1,135
2,530
1,4575
2,6064
3,5810
4,6288
1,3596
1,3601
1,3193
2,4142
1,1855
2,2599
1,4253
1,3700
1,3911
1,2183
1,2671
1,4863
1,3478
1,5154
2,22758
1,560
1,3386
1,3219
1,865
1,1522
1,1579
2,4006
3,4440
4,4812
1,19778
1,4291
1,4622
2,5629
1,20178
1,3659
1,1205
2,1977
1,4216
1,802
1,5497
1,6092
2,6197
3,6043
4,6425
5,6783
1,3100
1,2643
2,2924
1,1499
1,534
2,1302
1,4480
2,5072
3,5272
4,5513
5,5732
6,6101
1,1501
2,1997
3,3214
1,2804
1,197
2,3550
3,3648
1,1759
2,2990
3,2886
1,264
2,3322
1,4216
1,3763
2,4019
3,8478
4,8538
5,9809
1,4977
1,4195
1,256
2,1968
1,1322
1,209
1,2864
2,3480
3,5247
4,5601
1,18456
1,3025
2,3675
1,4739
1,4186
1,19699
2,18512
3,17863
4,16346
5,17816
6,18591
7,18834
1,4295
1,3265
1,3235
2,3745
3,3615
4,3604
1,3719
1,2649
2,3219
3,21562
4,25832
5,23463
6,23648
7,22830
8,24006
9,22721
10,23727
11,26962
12,27321
1,1752
2,4013
3,4004
1,1612
2,2637
1,4758
1,19775
1,1743
1,5738
1,2244
1,3098
2,3031
3,3232
1,3252
1,4858
2,7672
1,434
2,1095
3,1853
4,3483
5,3771
6,4023
1,3180
2,4223
3,4011
1,1680
1,4568
2,6587
1,3239
2,3516
1,4932
1,1911
2,3569
3,3514
4,3780
5,5766
1,4387
2,6464
3,9794
1,957
2,1466
3,3702
1,4261
2,20165
1,561
2,883
3,1239
4,1183
1,3416
1,1573
1,1203
1,3329
1,3115
1,2876
2,3692
3,3930
4,4863
1,20697
2,19976
3,18907
4,19216
1,5754
1,734
2,837
3,791
4,3455
5,3628
6,3833
1,3268
2,4350
3,4458
4,4292
1,2790
2,3458
3,3139
1,31
2,31
3,613
4,587
5,567
1,4707
1,4092
2,4215
3,4510
4,7892
1,198
1,3458
1,1856
1,4576
2,22120
1,18767
2,19192
1,3579
2,3777
3,6488
4,5859
5,6533
1,1563
1,20496
1,1946
1,3326
2,3701
1,3552
1,3760
2,3944
3,3852
1,1115
1,562
1,2047
1,259
2,525
3,1405
1,30
2,1938
1,4870
1,45
2,18923
1,470
2,1496
3,1674
4,1607
5,1594
6,2943
1,4079
2,4012
3,7941
1,18589
2,19618
1,5760
1,3348
2,3612
1,3197
2,5475
1,2852
1,1307
2,1969
3,6085
4,8362
5,8306
1,3377
2,4200
3,3979
4,4424
5,3851
6,4858
1,2739
2,2804
3,2693
1,33
1,20028
2,18343
1,3772
2,3987
3,4928
1,1844
2,3722
3,4017
4,4364
5,4487
6,4187
7,4866
8,5058
9,5697
10,5558
1,2724
1,656
1,1736
1,427
2,648
1,4499
1,5312
1,4039
2,4265
3,23031
4,24519
1,4852
2,6971
1,2277
1,4609
1,3822
1,6388
2,6047
3,6872
4,8689
5,8451
1,3103
1,19378
1,2864
2,4866
3,4732
1,4129
2,4102
3,4229
4,4512
5,4803
6,5070
7,4243
8,8554
9,7884
1,2974
1,1893
1,5492
2,5510
1,3521
2,3839
3,3843
4,3997
5,4128
6,4232
7,4195
8,4394
9,5130
1,4161
1,19669
1,1169
1,446
1,1246
1,4092
1,1831
2,4003
3,3962
1,3718
2,3721
1,1514
2,1686
3,3115
4,3163
1,3452
1,329
2,555
3,919
1,3299
1,4781
1,1876
2,3650
1,3257
1,4534
1,4811
1,1043
1,6249
2,7673
3,9710
1,2137
1,1784
1,2766
1,1522
2,2574
1,3212
2,3703
1,4301
1,4759
2,4944
1,2928
2,4305
3,8069
4,7520
1,3269
1,18705
2,21556
1,5600
1,17339
2,19084
1,2747
1,840
2,1025
1,4956
2,6910
3,7281
1,1392
1,4398
1,4579
1,4342
1,4058
1,867
1,3182
1,5998
1,4139
2,5525
1,3389
1,3442
2,3593
1,2802
2,3318
1,4705
1,3369
2,4056
3,3938
4,4317
1,1370
2,2600
3,3886
4,4537
5,4441
6,4535
7,4454
8,4795
9,5138
10,4809
1,485
2,2163
3,5011
4,4662
5,4564
6,4469
7,4761
8,5045
9,4649
10,4887
1,6233
2,24277
3,24176
1,1246
2,1969
1,1981
1,3098
2,3234
3,3284
4,3344
5,3477
1,1724
2,4012
3,4870
1,3659
2,4038
1,4850
1,3421
2,3778
3,3935
4,4558
5,4506
6,4732
1,2659
2,3303
3,4110
4,5078
5,4997
6,5663
7,6278
8,6669
9,7058
10,6761
1,2180
1,1511
2,2804
3,3228
4,3364
1,1336
2,3982
3,6951
4,6660
5,7871
6,8187
7,8528
8,8429
9,7845
1,18993
1,3149
2,3307
3,3284
4,3423
1,3242
2,3609
1,2822
1,5111
1,2750
2,2826
1,4407
1,1606
1,4142
1,429
2,1292
1,3826
1,2715
1,884
2,3222
1,3212
1,3968
2,4354
3,4790
1,34
2,33
3,33
1,3416
2,21405
1,1473
2,2472
3,3988
4,4100
5,4067
6,6089
7,7184
8,7290
9,7172
10,6658
11,6704
12,6666
1,3673
2,3787
3,3883
4,4027
5,4629
1,19438
2,20129
3,20304
4,25484
5,23596
1,4794
1,2398
2,3304
1,4133
2,6920
3,7755
4,7904
5,7732
6,10910
7,9926
1,1833
1,3240
2,3207
3,3181
4,4563
1,314
1,790
1,19053
2,20552
1,2808
1,2807
2,3705
1,332
2,411
3,2249
4,2267
5,2685
6,5421
1,250
2,497
3,1943
4,6097
5,5945
6,8553
7,9609
8,10170
9,9041
10,9197
11,8780
12,9583
13,10127
1,562
2,560
3,529
4,586
5,579
1,457
2,845
1,3434
2,3425
1,3294
2,6954
3,6912
4,7160
1,6078
2,7924
3,9096
1,1293
1,3071
1,565
1,1930
1,3164
1,4003
1,2881
1,4078
1,3130
2,3283
1,1263
2,2699
1,6169
2,8240
1,35
2,32
1,19037
2,17711
3,20121
1,4334
2,6795
1,1110
2,2459
3,6049
4,6033
1,4491
1,3097
1,3390
1,3700
2,3884
3,4380
1,2401
2,3115
1,834
1,1261
1,3146
2,3796
1,1463
1,865
2,1168
3,1627
1,4383
1,1803
1,920
1,530
2,1765
3,2255
4,3222
1,4390
1,3477
2,3674
3,6897
1,4311
2,4872
3,5731
1,4096
1,3976
2,4128
3,3677
4,3851
5,3800
1,569
1,3334
2,3792
3,3742
1,2771
2,3410
3,3531
1,4007
2,3986
3,4436
4,4364
5,4693
6,5232
7,5098
8,5509
1,19309
1,43
2,37
3,613
4,618
5,5149
6,4612
7,4503
8,4848
9,5545
10,5678
11,6005
12,6006
13,23647
1,3062
2,19912
1,5727
1,3156
2,3326
3,3397
4,3496
5,3353
6,3400
1,402
1,3034
1,4474
1,1133
1,3627
1,3911
2,4086
1,2184
1,1933
1,19177
1,1220
2,1923
3,2847
1,2846
1,1716
2,3531
3,3660
4,3598
1,3237
2,5561
1,3811
2,7952
3,8990
4,8600
1,5262
2,6637
3,7548
1,5586
1,4480
2,5181
1,4168
2,6921
1,1849
1,4361
1,1699
2,2841
1,3326
2,3502
3,3551
1,4688
1,4041
1,3435
1,19660
2,18235
1,552
2,3841
3,4060
1,3482
1,4147
2,4704
3,4589
4,4887
5,4899
6,4674
7,7207
8,7555
9,8096
10,8247
11,8335
12,23185
1,3369
2,5467
3,5570
4,5425
1,3090
2,18444
1,585
2,667
3,687
4,723
1,2306
2,4117
3,4349
4,4788
5,4797
6,4614
1,19158
2,19537
1,4236
1,604
1,5857
2,5895
1,5196
2,6527
1,4586
1,2934
2,3105
3,3124
4,3070
5,3105
1,4230
1,632
1,577
2,593
3,716
4,3991
5,3816
6,4014
7,4216
8,4359
9,4442
10,4194
11,4669
1,3376
2,3799
3,3940
4,4029
1,4607
1,4016
2,22955
1,19978
1,889
2,3083
3,3016
4,3013
5,2957
1,2263
2,2913
3,3145
4,3134
1,4572
1,2816
1,2702
2,2947
3,3046
1,4239
2,4322
3,3783
4,3876
5,3976
6,4286
7,4269
8,4693
9,4641
10,5419
11,5736
12,5551
1,3937
1,1597
1,4580
1,4068
2,5870
1,1705
2,2934
3,2933
1,1243
2,1812
1,1879
1,3357
1,5949
1,2834
2,3302
3,2983
4,5010
5,5350
6,5522
7,5917
1,19822
2,21442
1,1198
1,443
1,1505
2,2769
3,3356
4,5810
5,6088
1,1322
2,2868
3,2716
4,2755
1,2454
1,583
2,1694
3,4643
4,7984
1,3482
1,20317
1,3843
2,6520
1,736
2,1045
3,3912
4,4430
5,4500
1,2972
1,3042
1,1647
2,3265
1,3455
1,6040
1,3454
2,3672
1,3567
1,564
2,651
3,3366
4,5602
5,5630
6,5600
7,6006
8,6652
9,7178
10,7239
11,7097
12,6860
13,6656
1,3880
2,4018
3,4110
4,4217
5,4220
6,4652
7,4507
8,4699
9,4717
10,4650
11,4642
12,4669
13,4630
1,1723
1,1156
2,1871
3,2770
4,2825
5,2752
1,4753
1,980
1,5457
2,5408
1,3483
2,3666
3,3553
1,3855
1,3663
1,2640
1,3583
2,3896
3,4370
4,4608
5,4397
